date,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPL,MRTSSM44X72USS,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,ICSA,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,DGORDER,NEWORDER,AMDMUO,BUSINV,ISRATIO,M1SL,M2SL,M2REAL,AMBSL,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,PI,SP500,DJIA,M1346BUSM156NNBR,FEDFUNDS,CP3M,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,CPFF,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXMMTH,EXSZUS,EXJPUS,EXUSUK,EXCAUS,WPSFD49207,WPSFD49502,WPSID61,WPSID62,WTISPLC,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENT,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST,VXOCLS,GDPC1,GDPCTPI
1959-01-01,0.0012526035102164252,0.0010653019117126765,0.0076704796116038015,,,0.017220707249579918,0.011343859400222114,0.006505850883557374,0.00568068168536065,0.0028809012016080093,0.00814800847612281,0.009784325163433511,0.028846319819868984,0.04207642302119283,0.015685494613007903,0.016005871118156913,-0.0050653276925755625,-0.01518072699923032,1.252085497237576,-0.00543932786108965,-0.004125272166094493,0.24143646408839833,-0.8430939226519345,-0.013216698283045046,-0.004683979461881005,-0.0896594393720707,-0.08650302970824603,-0.09199310949829397,,0.00253322773897073,0.004830398177111157,-0.012415133872057763,-0.005618615580083079,0.007985773683206392,0.011375774989957075,0.0032448948676637467,0.0015726615884934477,0.0025810928830067637,0.0014481584556842993,0.004283892017658895,-0.000934692645430978,-5473784449161771e-20,-1490.2668508287277,-0.06906077348066288,-978.7537292817682,0.19072412694842722,0.7791974203143068,-16.144822777678616,-19.384023515500946,-5.702151969309695,,,,,,,,,,,,-0.001453041534927814,0.001361762765822998,0.0018132260272937665,-0.0035616615506997387,0.009473761569163125,-332762.9571823204,-0.002754998294424251,-0.0043687330053583245,-0.001285482315980618,-3287808833760983e-21,,,0.08115702479338806,-0.04925414364640865,,-0.11935082872928143,0.05022099447513813,0.1828176795580112,-0.029889502762430745,-0.037624309392264826,0.02808011049723715,0.024972375690607344,,0.7934944751381208,0.9206077348066295,0.7514917127071826,-1.4541988950276237,0.4721961325966846,-4.5115745856353575,-3.722265193370173,,,,,,-0.0030063910626155948,-0.00298899263871754,-0.003224459259256598,0.009566446960644653,-0.009754891356726175,0.012245182363207721,-0.0006915380050210905,0.002197421246597297,0.0033866852852977346,-1968491429206917e-20,-0.0030018455839160123,0.005229164828254898,-0.0043542961673080725,-2706671000380753e-20,3204895690189042e-20,-1734013581999196e-20,-0.00024966104117036533,0.0006605561317238025,-0.0011176680830820393,0.00025998214124545296,-18164484173086746e-21,-0.008141510209317934,0.0048212031072298895,,0.00105573624786246,0.004925308326918619,0.004136055469068728,-0.014817692065463206,,0.014814482747588065,0.0014401161062027026
1959-02-01,0.003750204740087619,0.004862746023039552,0.006714818314289743,,,0.01212789156360439,0.003972129259322801,0.0027708560354657856,-0.004881613654582868,0.01704208171012823,-0.0061094312178990124,0.007231794378640395,0.023313918184939133,0.0356871743827146,0.013238722801314733,0.013319463762062533,0.004465366796654822,0.023538943079709076,1.040685497237564,0.004968818085862624,0.007872754260720196,-0.2701657458563543,-0.49088397790055227,-0.0635097826380968,-0.06333378639603957,-0.05445522952404529,-0.028318293125921323,-0.07435273138424979,,0.004707840238294999,0.009273096243333818,-0.0001381353745784431,0.009747272404016578,0.009696869009159986,0.01426657555687367,0.0032366690149962817,0.002474541094700685,0.003946530555745542,0.0023317417952378166,0.007810314617852763,0.0023622365624376375,0.000558469182111773,-1087.7176795580092,0.17182320441988908,-937.8955801104976,0.19674099227265884,0.7677030408885726,-4.978649710309145,-12.975955011003748,-28.83961371400607,,,,,,,,,,,,-0.002159328841787102,-0.0021007206822113503,0.003800719108388571,0.00286801491874585,0.020780417592393345,-333035.9571823204,0.014647917100273265,0.004221416354692101,-0.0008478751823503381,-21603421831062265e-22,,,-0.06305785123966925,0.37012430939226487,,0.10064917127071787,0.02759668508287276,0.0742265193370164,0.04508287292817706,0.05013812154696155,-552486187843362e-19,-0.03602209944751386,,2.0839779005524828,1.0106077348066296,0.9814917127071826,-1.4541988950276237,-1.6734116022099463,-2.391049723756905,-6.70839779005526,,,,,,0.00020404953620286435,0.006016026707590841,0.0006682615722922086,0.003187048498874495,0.010345780350276963,-0.018317534376178543,0.0013788553698473828,0.002197421246597297,-0.0033928458852061595,-0.004703325793171361,0.0030131965439936965,-0.005242063279634909,0.004341410800245657,0.003453389033400094,3204895690189042e-20,-1734013581999196e-20,0.0013017662148664872,-0.0002350146695214465,0.0013553915108306016,0.0018338215641691149,-17961826866817075e-21,0.012208592036839364,-0.004887153416551214,,-0.002549824174162185,0.012130181836238372,0.006731910533101987,0.024903910135378994,,,
1959-03-01,0.003817234857221778,0.004508426841185529,-0.006255598388340141,,,0.018904802621289133,0.012279213141472758,0.012424719195581746,0.014028198838624079,0.004024481373299926,0.015143922470122712,0.022284437665003973,0.024915765254704982,0.026698469839714217,0.028825693465649296,0.018895375629869905,0.0017155081920286457,-0.005966264241932006,1.5218854972375653,0.0027675934703529793,0.0065252016856722685,-0.390055248618784,-0.6477900552486197,0.02327701693668828,-0.15760269622889175,-0.15292365957385126,-0.26201933715085074,-0.07545195122202973,,0.004313756468017168,0.010275404995537791,0.0015649388199130065,0.022349709982353923,0.008438520195389248,0.01252785106598193,0.0025945757021445825,0.001281802749923729,0.0016291454787213723,0.003668284219850824,-0.008180465708521812,0.0019353812599012486,-0.00018205030573337526,-2214.8353591160208,-0.06906077348066288,-1630.684116022101,0.1681415377482942,-4.358378813877779,0.4588213535833212,-25.790137260870644,-5.635829326378622,,,,,,,,,,,,0.007123136952132568,0.0040979055486393065,0.00027174239470599635,-0.000859508743207097,-0.02012635117311224,-333268.9571823204,0.008721631296714126,-0.0005748242774610145,0.0016561411562726227,4170323621172178e-21,,,0.016942148760330372,0.16062154696132605,,0.15194751381215504,0.14204419889502773,0.11563535911602241,0.13754143646408826,0.14118784530386735,0.10186464088397842,0.01033149171270786,,5.895428176795571,2.193646408839777,0.617237569060774,-1.0481491712707178,-2.0134116022099464,-2.7710497237569047,-4.062265193370173,,,,,,0.003017723540764998,-0.00597798527743508,0.006512622498327918,-0.012620703738688982,0.03205572790013001,0.012207773663809554,0.001721840006137061,-23590751556490743e-21,-0.003344371235572732,0.004686414556667499,0.0030131965439936965,0.0025946649557007815,-1573125243390691e-20,-12736511802553063e-21,3204895690189042e-20,-1734013581999196e-20,-0.0014901946743423682,0.0006405732564803953,-0.0016801356134217669,-0.0020199645884324533,-17761977765771318e-21,-0.004084575980291734,-0.004816912161488272,,0.0046352322971860765,0.0028244548371806327,0.0020180138197027075,-0.015367563590898492,,,
1959-04-01,0.0031453731336149966,0.00411852140962716,0.009305116494020075,,,0.012776613669548301,0.006203790555091706,0.007457867801192952,0.003138176099280937,0.01779844615868532,-0.004093475790378111,0.028389465661817534,0.02309946494749762,0.03108871108033759,0.00727055791799465,0.011618123939385694,0.012399058616609003,-0.020814327867245217,0.9302854972375657,-0.0035644965791850735,-0.002306081110474043,0.04585635359115974,-0.3508287292817692,-0.010519703215252184,0.07286873598313762,-0.07444790184253351,-0.045529940289314064,-0.09360083733695256,,0.0028250833289489704,0.005482612923309411,0.006787399332932562,-0.0006175990641637476,0.006822957891016263,0.009214653720138808,0.0033802263075226346,0.001652429749284808,0.002717126078436638,0.0028783612266399233,0.009730711127934565,0.0015131846053264796,-6089702043421711e-20,-2214.6353591160205,-0.6574585635359109,-2282.714502762434,-14.294630376220129,-4.540700370671733,-5.160544918770058,-6.520156811317352,-40.27933515554935,,,,,,,,,,,,-0.0035948978239239166,-0.0007391637437433941,0.002752154163863694,-0.0027469251524772456,0.0014270506166531528,-333114.9571823204,0.001881937110627028,-0.0018045220958453488,0.002305164273599908,5757963218115448e-21,,,-0.04652892561983453,-0.05962707182320447,,-0.10545580110497271,0.07022099447513809,0.2414088397790053,0.23502762430939178,0.1944751381215465,0.1431077348066295,0.10497237569060747,,5.885428176795571,1.2418232044198885,0.6957458563535913,-0.33209944751381193,-0.975607734806631,-2.831049723756905,-13.380662983425434,,,,,,-0.006004839651099565,0.006016026707590841,-0.006474436122768363,34819495380700483e-21,0.03205572790013001,-0.0030500622453901592,0.00033802679023297715,-23568582567623877e-21,0.00338966094577132,-19270962373548277e-21,-0.0030018455839160123,-0.0026140126327707986,-0.004316651942869102,-12654928871475656e-21,0.0032529510708605497,0.0033721744746445484,0.002349846916708079,0.0003232062892248007,0.003322194697733279,0.0020863029558428905,-0.004615274133852274,0.003996902726212929,0.0047985465379536425,,-0.000770640541909695,0.00972242004105872,0.009004306841053383,-0.012277160838810553,,-0.0067871605584341466,-0.00039418389662177107
1959-05-01,0.0004270941796042189,0.0005111557578412833,0.0009666531900416032,,,-0.0010333163605497045,0.004971842530256867,0.005004037962156316,-0.006392585202336182,0.005102587383206247,-0.008405435920133469,0.019752978738944757,-0.008903823581924961,-0.010302113084343175,-0.004676587748505253,-0.0010635095419431976,0.0029704301269378158,-0.0043936376581187745,-0.14071450276241804,0.0002598592974620165,0.0010755726838309523,0.24143646408839833,-0.00469613259668392,0.028230275477542324,-0.043087054976246174,-0.0026367016231525877,0.06172227609816089,-0.04875976944242531,,0.0009828607667279738,0.004167242341246642,0.007021452479932098,0.0029366787442448093,0.004531882269695903,0.005447304631778958,0.0032136162451716654,-0.0004909474473893153,0.0004242122094661794,0.0016772874608064743,0.0006119828288060445,0.0010950812067605186,-0.002638299816199455,-1972.9458563535898,-0.6574585635359109,-1752.6585635359136,-7.132193616879106,-9.675525571491928,-5.257134689280008,-19.42031782169372,-11.358713474435252,,,,,,,,,,,,-22100206599597193e-21,-0.0027558008748355192,0.0016372527983336419,0.0026019074280331975,0.01758406179742699,-333289.9571823204,-0.00870190998729279,-0.0017807024435871764,9391697935086673e-20,22714018331327845e-23,,,0.02347107438016531,0.49037292817679584,,0.3719475138121548,0.19102209944751375,0.11563535911602241,0.16508287292817708,0.05013812154696155,0.09745856353591142,0.08132596685082882,,9.916878453038654,1.6724309392265178,0.9314917127071827,-3.026298342541436,-1.7934116022099464,-0.5805248618784524,-0.9961325966850865,,,,,,11300013392594742e-22,-0.00597798527743508,-0.003126934797491838,-0.003223878410875153,0.03205572790013001,-0.012154773330852894,-0.001035700708612257,-2354656120733304e-20,2895804110285414e-21,-0.004659447861569928,9648316066031339e-20,0.0025943324743677248,0.004304091101037818,-0.0034313809314765417,-962577772422532e-20,-11846779929161901e-21,-0.0007480061022699463,-0.0015264493832408436,-0.001231411719060864,-0.0001011139742446142,29373779537083875e-21,-0.004035009861773482,-0.004793797989032232,,-0.002168357225986095,-0.004634487604957662,-0.001001930033506321,0.029315946204412392,,,
1959-06-01,-0.003266442852154568,-0.0033187993881464346,-0.006044128215560581,,,-0.02641327548180372,-0.0008940457174234392,0.006125292788976777,0.011429289627619937,0.01725503543489305,0.006846001890629412,-0.001316057111805395,-0.0635012746859189,-0.10843722459396568,0.0030578261534782306,-0.020661685406551188,0.010802370947233629,-0.02472246431264866,-1.78221450276244,0.0026095050946419052,0.0012548235814599986,0.378453038674033,-0.7616022099447514,0.043908689682866,0.08323315279121549,-0.08051818836651341,-0.05233711594160878,-0.10238253997241607,,0.0008282287028563002,0.003278491805108736,0.014306699496645389,-0.0054680531979123745,0.004641351487997586,0.00628273683381526,0.0022621720314883486,-0.0002302174301578345,-0.0004893697140926578,-0.00031575825751745264,-0.0008352711148873384,0.0006805230341269352,0.0022663714285774375,-2214.6353591160205,-0.2878453038674043,-2282.614502762434,-7.128861391203296,-19.856344403827222,-27.550026989100335,-12.956461216322747,-40.27933515554935,,,,,,,,,,,,-0.0021339450734260707,0.0003158517313933617,-5648967358180736e-20,0.0004480191067683568,-0.017314556471732974,-333575.9571823204,-0.0028084587417439373,-0.0014585216021696244,-0.00015551144313878364,-39029090948134357e-23,,,-0.11884297520661168,0.08124309392265203,,-0.005455801104972159,0.30408839779005503,0.3214088397790049,0.10765193370165756,0.06671270718232093,0.023052486187845084,0.042651933701657485,,2.0874723756906035,1.372430939226518,0.3587292817679566,-1.1281491712707177,-1.185607734806631,-3.0310497237569045,-7.5183977900552605,,,,,,10750996986923788e-22,-0.003016101249585172,0.0033560530508491664,-56090466427321916e-21,0.03205572790013001,-7155761407860766e-20,-0.00034581268747569267,-2352468616955187e-20,-0.0033217736422153,0.004642944800743769,9648316066031339e-20,-0.005208012625805466,-1541090574162282e-20,0.0034179609140982995,-0.003240578239687591,-0.0033618577066995034,-0.0006201919612904365,-0.00512866390234987,0.0009011859098495182,-0.0006184995569955542,29373779537083875e-21,0.003949668892152462,-0.009613084424981209,,-0.0003802058224098513,-0.0004761832259819761,-0.0005045098718380049,-0.025520786191900867,,,
1959-07-01,-0.008376169338220569,-0.008226966585118614,0.003313706094913519,,,-0.036640633721083726,-0.00908816016357825,-0.004471756217237166,-0.000449200952685608,-0.030663799307499618,0.01025126153158869,-0.01228935308388414,-0.08130205261905574,-0.1314836050598999,-0.005364433163772927,-0.04259112720176902,0.004168560405820641,0.014872086153243003,-3.5056145027624237,-0.0027681897168333035,-0.0038122733900272186,0.22596685082872991,-0.6969613259668525,0.009577537166436402,0.06073249412381224,-0.0016860362468768054,0.032052771135815894,-0.027278664111180614,,-0.010196752272072467,-0.025044135639822124,-0.08379143663245751,-0.001913775389503818,-0.0271021849549339,-0.04853765956851202,0.0033570787772105614,-0.0015153493830839563,0.0011470661978889352,0.014275694506861667,0.001718109829788271,-0.00013678489442290232,-0.0004326506228514745,-1772.0212707182304,-0.06906077348066288,-937.8955801104976,-7.100006930383205,-4.555352647458603,-10.7776766555257,-12.927915034416387,-11.421233831416586,,,,,,,,,,,,-0.007782692162485007,-0.0030528686186227574,0.0006272434507709626,-0.004294327469949436,0.006557252327102242,-333379.9571823204,-0.006718313072396989,-0.0005948534295827511,-0.0008353383583975913,-2066618925198004e-21,,,0.03347107438016554,0.030621546961325782,,0.18259668508287263,0.054088397790055504,0.03704419889502786,0.012624309392265397,0.04566298342541371,-0.030055248618784607,0.016298342541436295,,1.9974723756906037,0.6606077348066295,0.7914917127071827,-1.1281491712707177,-5.476823204419892,-3.101049723756905,-4.502265193370173,,,,,,0.015084261909521593,0.021026409547060816,0.0006682615722922086,0.016255645567149396,0.03205572790013001,0.02454350400554041,0.0013661123384426333,-23502956159760315e-21,0.0033672145085814707,-18868455966676938e-21,0.005990879584642181,0.005195114174425456,-15253803895868138e-21,-0.0034196525834735377,0.003231936265929664,0.0033495768812871166,0.001103296599784856,0.0063448199462305096,0.0007286492960618299,-9726454463175766e-21,29373779537083875e-21,-0.003986630738766335,0.014437119409851597,,-0.003536655920961773,-0.013091469635134636,-0.00668755872509727,0.01630757152715504,,-0.004652582002393879,-0.0020210931539475525
1959-08-01,-0.0018925861651700364,-0.002553738875077752,0.007321995808439811,,,-0.003380380868006735,-0.006772407315428806,-0.005658799847026108,-0.005168370164106623,-0.03277681334813453,0.004393176365775704,-0.011258469245313723,-0.0035925609445497148,-0.006955975538066957,-0.0003542742616823708,-0.004631715360711464,0.018207100543651322,-0.008434070543412919,-0.4121145027624321,0.0004440975215255652,-0.0023820244068988392,0.35303867403314904,-0.6679558011049731,-0.0035450383424975185,0.13548946003578557,0.006164470678658512,0.09780019729081518,-0.07829017762362643,,0.0002629640576031062,-7259136845120867e-22,-0.02197502689748857,-0.0123479388496524,0.0036297699291803877,0.005423263584434078,0.0011565886418629398,0.0007269753708454248,-0.0024916891348234715,-0.007687435320569315,-0.002331845619814023,0.0006706243471874772,0.005653580181471548,-2214.8353591160208,-0.2878453038674043,-1630.684116022101,0.04338983277581754,-14.876863627753414,-5.271319324271965,-0.24093816449900007,-11.410538542299836,,,,,,,,,,,,0.0028007312781659893,-0.0016936445316925242,-0.0038083792623180976,0.0007053071293345502,-0.00251716759986787,-333499.9571823204,-0.0005621498090321106,0.0014228369280291499,0.0005447673656392041,13432546020816637e-22,,,0.12231404958677652,0.2604972375690606,,0.6612983425414367,0.8310220994475139,0.5814088397790056,0.34005524861878467,0.26566298342541445,0.09745856353591142,0.0943093922651933,,5.775428176795571,1.6124309392265181,0.7914917127071827,-3.4062983425414357,-5.476823204419892,-3.1710497237569046,-4.522265193370173,,,,,,-0.02106075363900119,-0.02695946527531789,0.0006682615722922086,-0.01294949225648992,0.03205572790013001,-0.006224402894351652,0.0010156540663693826,-0.0022285539282121294,30454486927887415e-22,-0.004616380612053069,-0.005985204104603339,-0.002613680151437742,-15098703359009839e-21,0.003406312486926582,-0.003230104896963842,-0.003350596889276528,-0.0001295227209822752,-0.0024047531657406,-0.00022318882378206527,0.0004198219871613963,29373779537083875e-21,0.0039035397359629504,-0.00963619859743725,,-0.0007140413576778525,-0.0016052123737636554,-0.0030091745757246657,-0.003422636570489879,,,
1959-09-01,-0.0014578293779288947,-0.0013138149419504226,-0.009502513198696357,,,-0.009466834485052696,-0.004427744952181543,-0.006854146677051309,-0.006364353003298934,0.020552243614820453,-0.01407592469096423,-0.011318985833602706,-0.012511659611861046,-0.01913443218249858,-0.020509298473963808,-0.010746804868372617,0.00019995733404415232,-0.007308024335180829,-0.8886145027624336,0.0028126521538075922,0.0009343953561786657,0.32596685082872956,-0.8215469613259658,0.08793413905596605,0.012847580468825203,-0.014060529753187985,-0.02979014940206509,0.0015746270004144561,,-0.002771497210795907,-0.006846485710839694,0.0047435874941119316,-0.01280364281565665,-0.0060983140212261975,-0.007808168795842609,-0.0037102150012249513,-0.00020863712245345147,-0.0010366888075528323,0.00039482164232956655,0.00031003815315423376,0.0010685192459119152,0.0017397493191141336,-2214.8353591160208,-0.6574585635359109,-1630.684116022101,-14.32658197602673,-14.826005210519922,-27.496113224440503,-6.476354188658959,-11.410538542299836,,,,,,,,,,,,0.002830843516983093,0.0026881710919236454,-0.006578178227143751,-0.0005720709509680434,0.0015126862341792115,-333404.9571823204,0.0034941103326883364,-0.001061959079806427,-0.004761452150266282,-11759876044716745e-21,,,0.009256198347107445,0.22074585635359129,,0.021035911602209748,-0.16488950276243092,-0.19154696132596705,-0.16743093922652,-0.14552486187845248,0.0518646408839786,0.10132596685082929,,0.7334944751381207,1.2506077348066293,1.1757458563535912,-1.0981491712707179,-4.419019337016577,-3.341049723756905,-4.692265193370173,,,,,,0.006007099159910027,0.008969107864828747,0.0033560530508491664,-4875304630918964e-21,0.03205572790013001,0.011800534240417729,-0.003414260542884744,-0.00029773243855118516,-0.0032994768496079543,0.004600274492870908,9648316066031339e-20,-0.00018057831932015417,-0.004243281679803571,-0.00340800415630182,3204895690189042e-20,-1734013581999196e-20,-0.0018411290753980818,0.0014821387777878255,-0.004062684181652935,-0.0006973008230071175,29373779537083875e-21,-0.003939396479415176,0.004821660710409683,,0.004554857003920643,-0.01224345964953877,-0.0045698249764832555,0.004188601460098062,,,
1959-10-01,0.004915254590656041,0.004175180467615622,-0.0031246082942311426,,,0.0039061068191227374,-0.012768356150941605,-0.018870033500707484,-0.023238791655318586,-0.1339110672708521,0.012492471731300709,-0.019313907304477032,0.03654988039493425,0.06150209227494127,1968839620276994e-20,0.005119402830019581,0.00397950516258022,0.03649221886425493,0.35798549723756723,-0.005399364717399392,-0.007127041248051089,0.378453038674033,-0.09088397790055307,-0.0032900325143212384,-0.07010948469898767,0.10570409566821377,0.14650668091748115,0.06429288068168183,,0.0036988119467163258,0.009465094108465728,0.0453306606774961,0.0017139541102614906,0.00953938733953517,0.013539780805891974,0.003985369190016215,0.0008318590075633255,0.0005079192425614166,0.0009208594251444698,0.0002159475732241942,0.0006578753973822914,0.0008852076399287171,-926.7580110497221,-0.31878453038674026,-978.8537292817682,-7.232523047642469,-19.856344403827222,-16.538193180903438,-6.710721202343018,-11.473659628756435,,,,,,,,,,,,-0.002865173643480547,0.0003240719527129942,-0.0003525660073802747,0.002552419455194873,0.017033146590819108,-333400.9571823204,0.00783436263110384,0.007672882535744621,0.014098258049480245,3466750571049123e-20,,,-0.018842975206611143,0.020994475138121582,,0.10389502762430991,0.018176795580110233,0.017044198895027413,0.04508287292817706,0.042513812154696094,-0.006270718232044881,-0.016022099447514246,,2.3374723756906035,1.171215469613259,0.7557458563535913,-0.7520994475138119,-0.5178038674033154,-7.61209944751381,-1.7561325966850865,,,,,,0.003046125870157476,0.0030356142545036185,-0.003126934797491838,-543375365083516e-20,0.03205572790013001,-0.026769701564476098,0.002040918345153404,-0.00029773243855118516,0.0002123493229989148,-0.004595144004388226,9648316066031339e-20,-0.00018057831932015417,0.004231345311168552,0.0033947431664507247,0.0032215303845251125,0.003338391261520243,0.0005496916905736644,-0.0003386001148831556,0.001845579036413765,-0.0005208317604501455,0.013733864534344267,-0.007792140265360977,0.019141714485158112,,-0.0007261947057506601,-0.005543136865113431,0.005953328985967593,0.008338766605616754,,0.01472526434533622,0.0016723184488329193
